Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
50908613,Nevernight. Mai dimenticare (Libro primo degli accadimenti di Illuminotte),Jay Kristoff,"Kristoff, Jay",Gabriele Giorgi,"=""8804717955""","=""9788804717959""",4,4.23,Mondadori ,Hardcover,462,2019,2016,2019/08/24,2019/08/16,,,read,,,,1,,,0,,,,,
54835284,Diabolik Anno LIX n. 9: Amore Criminale,Mario Gomboli,"Gomboli, Mario","Andrea Pasini, Michele Iudica, Roberto Altariva, Elia Bonetti, Matteo Buffagni","=""""","=""""",0,3.12,Astorina s.r.l.,Mass Market Paperback,120,2020,2020,2020/09/14,2020/09/14,,,read,,,,1,,,0,,,,,
54363931,Diabolik Anno LIX n. 8: Viale del Tramonto,Patricia Martinelli,"Martinelli, Patricia","Andrea Pasini, Roberta Finocchiaro, Giulio Giordano, Serena Santoro, Matteo Buffagni","=""""","=""""",0,4.00,Astorina s.r.l.,Mass Market Paperback,120,2020,2020,2020/08/14,2020/08/13,,,read,,,,1,,,0,,,,,
12702712,Diabolik anno XLV n. 4: Un appello dal passato,Mario Gomboli,"Gomboli, Mario","Tito Faraci, Enzo Facciolo, Angelo Palmas, Carla Massai","=""""","=""""",0,4.60,Astorina s.r.l.,Mass Market Paperback,122,2006,2006,2020/08/14,2020/08/13,,,read,,,,1,,,0,,,,,
54555051,La via del grembiule. Lo yakuza casalingo #1,Kousuke Oono,"Oono, Kousuke","Alessandro Colombo, Matteo de Marzo","=""8834902653""","=""9788834902653""",5,4.25,J-Pop,Paperback,170,2020,2018,2020/08/12,2020/08/11,,,read,,,,1,,,0,,,,,
54341813,Dylan Dog n. 406: L'ultima risata,Roberto Recchioni,"Recchioni, Roberto","Corrado Roi, Gigi Cavenago","=""""","=""""",1,3.72,Sergio Bonelli Editore ,Paperback,96,2020,,2020/08/07,2020/08/07,,,read,,,,1,,,0,,,,,
49979640,Nightbird,Lucia Patrizi,"Patrizi, Lucia",,"=""8899216746""","=""9788899216740""",1,4.38,Acheron Books,Paperback,,2018,,2019/05/21,2019/05/20,,,read,"<b>Altre recensioni sul mio blog: https://www.artedellalettura.it/</b><br/><br/><br/>Nightbird di Lucia Patrizi è uno dei libri che ho acquistato al Salone del Libro allo stand di un piccolo editore.<strong> Mi è stato venduto come libro horror a tratti comico</strong>, cosa di cui ero convinto anche leggendo la quarta di copertina. Purtroppo <strong>di horror ha ben poco e di comico praticamente nulla</strong>, quindi cosa rimane? Romance, ovviamente!<br/><br/><h3><strong>Trama</strong></h3><br/>Nightbird parla di Irene e Giada, <strong>due ragazze che lavorano come acchiappafantasmi</strong>. Irene vede gli spiriti dei morti e può interagire con loro, Giada è un fantasma che aiuta Irene nel suo compito, ovvero quello di chiudere certi ""strappi"" che collegano il nostro mondo e quello dei morti. Questa è la base del libro su cui si dovrebbe sviluppare una trama, ma questo non avviene e<strong> il libro si basa su avvenimenti casuali</strong>. Leggendo la quarta di copertina sappiamo che le due ragazze dovranno affrontare uno spirito molto più forte di quello a cui sono abituate, ma il libro non ci accompagna verso il finale, bensì si limita a raccontarci episodi casuali del presente o del passato, tramite flashback, <strong>arrivando al finale in modo piuttosto casuale e diretto</strong>, senza un vero motivo specifico ma solamente perché le idee su nuovi possibili incontri extra-sensoriali erano finiti.<br/><br/>Se la trama non serve a portarci al finale, cosa succede nel libro? Per quasi metà libro <strong>la narrazione ci porta indietro nel tempo e ci mostra come è nato il rapporto tra Irene e Giada</strong>. I capitoli si svolgono tutti nello stesso modo: Incontro, passione, dubbi e solitamente litigio. Questa parte sarà più approfondita nella sezione seguente.<br/><br/><strong>Il prologo è l'unica parte del libro con elementi horror mischiati a elementi comici</strong> dove, come detto nella quarta di copertina, ""Irene disinfesta i luoghi appositamente infestati da Giada al fine di procacciarsi nuovi, danarosi clienti. I quali credono di avere a che fare con lo spettro infuriato del proprio trisavolo, e non sospettano trattarsi invece di una messinscena ben orchestrata."". Questa cosa avviene solo nel prologo, mai durante la storia, dove ci si limita a raccontare un paio di disinfestazioni. Un vero peccato, poiché credo che avesse un buon potenziale.<br/><br/><strong>Le disinfestazioni sono la parte horror del libro</strong> dove Irene e Giada ""combattono"" contro degli spettri che entrano nel nostro mondo tramite delle spaccature tra dimensioni. Queste parti <strong>sono ben fatte, non terrificanti ma comunque coinvolgenti,</strong> ma purtroppo sono ben poche, circa due o tre in tutto il libro. Perché limitare le parti horror di un libro horror a poche pagine?<br/><br/><strong>Il finale si conclude in modo frettoloso e confusionario</strong>, risultando in una scena horror di minore impatto rispetto alle altre.<br/><br/><h3><strong>Omosessualità</strong></h3><br/>Nightbird sfrutta l'omosessualità delle protagoniste per portare avanti quasi 300 pagine di libro in modo piuttosto<strong> ridicolo ed offensivo</strong>. Partiamo dal presupposto che io mi dissocio completamente da certe citazioni che prenderò dal libro (ovviamente) e che comprendo che dietro a tutto ciò ci possa essere una morale, seppur contorta, insensata e forzata.<br/><br/><strong>Irene e Giada sono omosessuali</strong>, Giada dichiarata da anni e Irene invece se n'è resa conto da poco, pur avendo avuto piccoli dubbi già dall'infanzia. Qui comincia il disagio, poiché in tutto il libro <strong>Irene farà il ruolo della lesbica che tenta di reprimere i propri sentimenti</strong> per via di un dovere infondato verso la sua famiglia e le sue amiche. Abbiamo frasi come ""Io pensavo di essere assessuata. [...] e questo lo potevo nascondere, almeno fino a una certa età, ed era comunque socialmente accettabile."" oppure intere pagine dove lei dice che non vuole deludere i suoi genitori i quali, ignari di tutto, in tutti il libro non dicono una parola che li faccia sembrare omofobi. Inoltre Irene ha il terrore di perdere le sue amiche se si scoprisse la sua sessualità, cosa così assurda e ignorante che, una volta letta questa parte, ero tentato di abbandonare il libro. Se hai paura di perdere le amiche per via della tua sessualità credo che il problema siano le tue amiche, non tu.<br/><br/><strong>In tutte le parti romance</strong>, che ricordo essere quasi metà libro, <strong>si ripetono le stesse scene</strong>: Giada innamorata, Irene pazza di lei ma che non vuole fare nulla, perché secondo lei essere lesbiche è sbagliato, anche se nessuno le ha mai detto nulla. <strong>Tutto il libro si basa quindi sull'omosessualità repressa di Irene, </strong>accompagnandoci capitolo dopo capitolo con frasi ebeti e senza logica.<br/><br/><h3><strong>Personaggi</strong></h3><br/><strong>Le descrizioni fisiche dei personaggi sono scarne e superficiali</strong>, con pochissimi dettagli per i personaggi secondari, i quali risultano quindi essere piuttosto blandi.<br/><br/>Irene, la protagonista, è fastidiosa e piuttosto stupida, come lo si può dedurre dal paragrafo sopra. Giada ha un carattere piatto che non si evolve mai, rimanendo spesso passiva a tutto ciò che accade nei flashback e a tutto quello che le viene detto.<br/><br/><h3><strong>Edizione</strong></h3><br/>L'edizione non ha nulla di eccezionale né di pessimo. <strong>Tutto va bene, ma nulla eccelle</strong>. Essendo una casa editrice piccola bisognerebbe forse concentrarsi sull'essere unici e riconoscibili, sul rendere il proprio libro diverso dagli altri milioni di libri presenti sul mercato.<br/><br/><h2><strong>Conclusioni</strong></h2><br/>Un horror con più romance che parti paurose. La protagonista fa di tutto per essere spiacevole ed odiosa, il che rende la lettura piuttosto difficile da proseguire. Non lo consiglio, mi aspettavo un horror, non l'ennesimo romance sotto copertura.",,,1,,,0,,,,,
23386274,Diabolik anno XV n. 7: L'enigma dei quadri,Angela Giussani,"Giussani, Angela","Franco Paludetti, Brenno Fiumali, Luciana Giussani, Sergio Zaniboni","=""""","=""""",0,3.00,Astorina s.r.l.,Mass Market Paperback,132,1976,1976,2020/08/07,2020/08/06,,,read,,,,1,,,0,,,,,
49760480,Diabolik anno LVIII n. 8: Tragico scambio,Angelo Palmas,"Palmas, Angelo","Mario Gomboli, Andrea Pasini, Roberto Altariva, Giulia Francesca Massaglia, Stefania Caretta, Matteo Buffagni","=""""","=""""",0,3.67,Sergio Bonelli,Mass Market Paperback,120,2019,2019,2020/08/03,2020/08/03,,,read,,,,1,,,0,,,,,
53075567,Diabolik Anno LIX n. 4: Colpo da Maestro,Mario Gomboli,"Gomboli, Mario","Tito Faraci, Enzo Facciolo, Agnese Storer, Matteo Buffagni","=""""","=""""",0,3.57,Astorina s.r.l. ,Mass Market Paperback,120,2020,2020,2020/08/03,2020/08/03,,,read,,,,1,,,0,,,,,
53416236,Diabolik Anno LIX n. 6: Fuga Forzata,Mario Gomboli,"Gomboli, Mario","Roberto Altariva, Riccardo Nunziati, Matteo Buffagni, Andrea Pasini, Jacopo Brandi","=""""","=""""",0,3.71,Astorina s.r.l.,Mass Market Paperback,120,2020,2020,2020/08/03,2020/08/03,,,read,,,,1,,,0,,,,,
50837129,Diabolik Anno LIX n. 2: Triplo rischio,Enrico Lotti,"Lotti, Enrico","Alessandro Mainardi, Andrea Pasini, Angelo Maria Ricci, Marco Ricci, Matteo Buffagni","=""""","=""""",0,3.17,Astorina s.r.l.,Mass Market Paperback,120,2020,2020,2020/08/03,2020/08/03,,,read,,,,1,,,0,,,,,
50101312,Diabolik Anno LIX n. 1: Il legionario,Mario Gomboli,"Gomboli, Mario","Andrea Pasini, Thomas Pistoia, Rosalia Finocchiaro, Giulia Francesca Massaglia, Stefania Caretta, Matteo Buffagni","=""""","=""""",0,3.43,Astorina s.r.l.,Mass Market Paperback,120,2020,2020,2020/08/03,2020/08/03,,,read,,,,1,,,0,,,,,
54219484,Diabolik Anno LIX n. 7: Il Patto,Mario Gomboli,"Gomboli, Mario","Andrea Pasini, Marcello Bondi, Roberto Altariva, Giulia Francesca Massaglia, Stefania Caretta, Matteo Buffagni","=""""","=""""",0,3.29,Astorina s.r.l.,Mass Market Paperback,120,2020,2020,2020/08/03,2020/08/03,,,read,,,,1,,,0,,,,,
52021817,Diabolik Anno LIX n. 3: Riscatto per Diabolik,Mario Gomboli,"Gomboli, Mario","Tito Faraci, Antonio Muscatiello, Matteo Buffagni","=""""","=""""",0,3.71,Astorina s.r.l.,Mass Market Paperback,120,2020,2020,2020/08/03,2020/08/03,,,read,,,,1,,,0,,,,,
52012831,"Falce (Trilogia della Falce, #1)",Neal Shusterman,"Shusterman, Neal",Lia Tomasich,"=""8804722916""","=""9788804722915""",5,4.33,Mondadori,Hardcover,360,2020,2016,2020/07/31,2020/07/18,,,read,"<a href=""https://www.artedellalettura.it/recensione-falce-neal-shusterman/"" target=""_blank"">Recensione pubblicata originariamente sul mio blog Arte della Lettura</a><br/>Ho ricevuto questo libro gratuitamente. In nessun modo la mia valutazione è stata influenzata.Neal Shusterman è un prolifico autore di cui avevo già sentito parlare per la serie distopica Unwind, che purtroppo non ho mai avuto la possibilità di leggere. Quando ho scoperto Falce, primo libro di un'altra sua serie distopica, mi sono interessato immediatamente, incuriosito dalla fama dell'autore e senza nessuna informazione sulla trama.<br/><h3><strong>Trama </strong></h3><br/>Nella prima parte di Falce ci viene presentato un mondo di un futuro non troppo remoto dove la morte non esiste più, la conoscenza totale è a portata di chiunque e dove la vita viene gestita da un'intelligenza artificiale onnisciente, il Thunderhead. Il mondo è un'utopia perfetta, ma lo spazio vitale rimane comunque limitato. Per questo motivo un ristretto gruppo di persone, dette Falci, hanno il compito di ""spigolare"" le persone, ovvero ucciderle in modo definitivo così da mantenere la popolazione a un numero adeguato.<br/>Le Falci dovrebbero essere persone moralmente superiori, esperte sia nell'arte della morte che nella conoscenza del passato, per non dimenticare <em>perché</em> fanno ciò che fanno.<br/><br/>Alcune Falci rappresentano perfettamente questo concetto, come Maestro Faraday e Madame Curie, che spigolano per dovere e perché è ciò che va fatto, ma mai per piacere. Alcune Falci sono però differenti. Vedono sé stessi quasi come divinità, come persone superiori non solo moralmente. Uccidono per gusto e disprezzano le regole che limitano il loro operato, preferendo l'assassinio libero. Tra queste Falci vi sono Maestro Goddard e i suoi discepoli.<br/><br/>In questo momento di crisi per la Compagnia delle Falci, Maestro Faraday prende con sè due nuovi apprendisti: Citra Terranova e Rowan Damisch. Seguiremo il loro apprendistato, interrotto poi da un evento che porterà la storia a evolversi in modi che, onestamente, non mi sarei aspettato.<br/><h3><strong>Finale - Senza Spoiler</strong></h3><br/>Il finale di un libro è la parte più difficile, sia per lo scrittore che per il lettore. Quando poi si tratta di una serie, gli errori più gravi possono essere due: scrivere un finale troppo aperto, che lascia tutto in sospeso (vedasi <a href=""https://www.artedellalettura.it/recensione-hyperion-dan-simmons/"">Hyperion di Dan Simmons</a>), oppure concludere tutto in modo definitivo, lasciandoci senza nessun motivo per proseguire la serie.<br/><br/>Con Falce, Neal Shusterman ha scritto il finale perfetto. La trama si conclude senza lasciarci dubbi o domande in sospeso, ma nelle ultime pagine, con poche frasi, dà vita a qualcosa di nuovo che darà inizio al libro successivo. Secondo me, non sarebbe stato possibile scrivere un finale migliore.<br/><h3><strong>Personaggi</strong></h3><br/>I personaggi non sono il punto forte di Falce. I due giovani apprendisti sono molto simili tra loro. Inizialmente non vogliono diventare Falci perché non desiderano uccidere altre persone, e proprio per questo motivo Maestro Faraday li sceglie. Entrambi approvano l'ideologia di Maestro Faraday di dare una spigolatura misericordiosa e di farlo seguendo le statistiche dell'era pre-immortalità, e allo stesso modo entrambi disapprovano l'operato di Maestro Goddard, appassionato di spigolature di massa e senza pietà.<br/><br/>Della stessa idea di Maestro Faraday c'è Madame Curie, un'altra Falce di vecchia guardia che però non ha altri tratti distintivi dal primo. Dalla parte opposta abbiamo Maestro Goddard, spietata Falce che uccide senza pietà, e i suoi tre discepoli, caratterizzati ancor meno del loro maestro.<br/><br/>Avrei preferito una maggiore differenziazione dei personaggi. Considerando anche la loro ridotta quantità, non ci sono scusanti.<br/><h3><strong>WorldBuilding</strong></h3><br/>Falce non ha un worldbulding profondo e dettagliato, ma basa tutto il suo mondo su pochi e semplici concetti, senza perdere troppo tempo ad approfondire tutto nei minimi dettagli. I due concetti alla base del libro sono la presenza del Thunderhead, un'intelligenza artificiale cosciente che gestisce la vita di tutti quanti, e, conseguenza del primo, l'immortalità degli esseri umani (forse anche degli animali, non se ne parla nel libro). Oltre a questo, in Falce non si parla di molto altro per quanto riguarda il mondo del futuro. Avrei sicuramente preferito un'approfondimento, ma il libro è molto rapido e la storia procede senza intoppi, facendomi dedurre che l'attenzione sia stata data innanzitutto alla trama e che l'ambientazione sia solo un elemento secondario. Non si possono avere libri tutti uguali ad <a href=""https://www.artedellalettura.it/recensione-il-trono-di-spade-edizione-illustrata/"">Il Trono di Spade</a>, e va benissimo così.<br/><h3><strong>Genere</strong></h3><br/>Vorrei fare un rapido appunto sul genere: Falce mi è stato proposto come <em>distopia</em> e qualche sito concorda con questa etichettatura. ma per definizione una distopia è una ""<em>p</em><em>revisione, descrizione o rappresentazione di uno stato di cose futuro, con cui [...] si prefigurano situazioni, sviluppi, assetti politico-sociali e tecnologici altamente negativi</em>"" (<a href=""http://www.treccani.it/vocabolario/distopia2/"">Treccani</a>), perciò Falce sarebbe da definire <em>utopia</em>. Può essere considerata un'osservazione da pignoli, ma aspettandomi una distopia sono rimasto un po' deluso.<br/><h3><strong>Stile di scrittura</strong></h3><br/>Ho apprezzato molto lo stile di scrittura di Neal Shusterman, asciutto, rapido e senza periodi complessi. I capitoli sono brevi, cosa che apprezzo parecchio, ma ricchi di contenuti. Non ci sono parti inutili o aggiunte solo per allungare il brodo. Falce si conclude in circa 330 pagine, nessuna delle quali è sprecata (eccetto quelle bianche, a dire il vero). Il worldbuilding ne risente un poco, non essendo approfondito come nel caso de <a href=""https://www.artedellalettura.it/recensione-il-trono-di-spade-edizione-illustrata/"">Il Trono di Spade</a>, ma questo non rientrava tra le mie aspettative e infatti sono rimasto pienamente soddisfatto.<br/><h2><strong>Conclusioni</strong></h2><br/>Falce è un libro che ho apprezzato parecchio, basato su un concetto interessante e con una trama avvincente. I personaggi purtroppo sono piatti e poco caratterizzati, ma nel complesso il libro non ne risente molto.<br/><a href=""https://www.artedellalettura.it"" target=""_blank"">Altre recensioni sul mio blog Arte della Lettura</a>",,,1,,,0,,,,,
41002688,Il sole bacia i belli,Charles Bukowski,"Bukowski, Charles","David Stephen Calonne, Simona Viciani","=""8807886901""","=""9788807886904""",2,3.83,Feltrinelli,Paperback,336,2015,2003,2020/07/18,2020/05/01,,,read,"<a href=""https://www.artedellalettura.it/recensione-il-sole-bacia-i-belli-charles-bukowski/"" target=""_blank"">Recensione pubblicata originariamente sul mio blog Arte della Lettura</a><br/><h2><strong>Recensione breve Il sole bacia i belli</strong></h2><br/>Il sole bacia i belli è una raccolta di interviste fatte a Charles Bukowski nel corso degli anni, alcune risalenti al periodo in cui l'autore non era ancora famoso.<br/><br/>Il libro contiene numerose interviste, utili a coloro che intendono approfondire il personaggio di Bukowski. Purtroppo sono così numerose che circa a metà il libro inizia ad essere ripetitivo e le domande perdono d'interesse, essendo simili - o uguali - a domande già poste precedentemente.<br/><br/>Il sole bacia i belli è un'acquisto che sconsiglio. Molte interviste sono reperibili gratuitamente online, mentre quelle inedite non aggiungono granché.<br/><a href=""https://www.artedellalettura.it"" target=""_blank"">Altre recensioni sul mio blog Arte della Lettura</a>",,,1,,,0,,,,,
46125198,Diabolik Sottosopra n. 1: L'uomo che non sapeva ridere,Silvia Ziche,"Ziche, Silvia","Tito Faraci, Agnese Storer","=""""","=""""",0,3.83,Astorina s.r.l.,Mass Market Paperback,128,2019,2019,2020/06/15,2020/06/15,,,read,,,,1,,,0,,,,,
52013857,La grazia dei re,Ken Liu,"Liu, Ken",Andrea Cassini,"=""8804720336""","=""9788804720331""",3,3.73,Mondadori,Hardcover,612,2020,2015,2020/06/07,2020/05/11,,,read,"<a href=""https://www.artedellalettura.it/recensione-la-grazia-dei-re-ken-liu/"" target=""_blank"">Recensione pubblicata originariamente sul mio blog Arte della Lettura</a><br/><h2><strong>Recensione La grazia dei Re senza spoiler</strong></h2><br/>La grazia dei Re è un corposo libro low fantasy che narra del tentativo di varie persone di diventare re di tutti gli stati. Come concetto base mi ricorda molto <a href=""https://www.artedellalettura.it/recensione-il-trono-di-spade-libro-quarto/"">Il Trono di Spade</a>, perciò molti paragoni saranno rivolti all'opera di George R. R. Martin.<br/><h3><strong>Trama </strong></h3><br/>L'imperatore Mapideré è riuscito nell'ardua impresa di unire i regni di Dara sotto il suo controllo, ponendo fine alle infinite guerre che imperversavano tra loro. Il suo regno è però corrotto e violento e gli stati sottomessi non sono soddisfatti. Giunta la morte dell'imperatore, i vari stati iniziano a ribellarsi.<br/><br/>Tra i vari capi ribelli, due personaggi emergono: Kuni Garu e Mata Zyndu. Questi due uomini porteranno avanti la ribellione, liberando Dara dal governo tirannico di Mapideré, o almeno questo è ciò che sognano.<br/><h3><strong>Personaggi</strong></h3><br/>I personaggi sono molto basilari e lineari. Non analizzerò tutti i personaggi secondari, troppo numerosi e per niente memorabili (ogni tanto ricompaiono per fare un paio di azioni casuali, giusto per ricordarci che esistono, come Puma Yemu, il cui unico scopo è fornire una scusa per gli scarsi rifornimenti dei nemici).<br/><br/>Kuni Garu era un perdigiorno, ma per conquistare una donna cerca un lavoro e diventa guardia della corvée. Un giorno sente parlare della ribellione e si dà anch'esso alla macchia, diventando un ribelle. Vince battaglie con l'astuzia e con subdoli trucchi.<br/>Mata Zyndu è invece un possente guerriero discendente di una dinastia di guerrieri, probabilmente incarnazione di una divinità. Vuole solo combattere e spesso dimostra di essere piuttosto stupido.<br/><br/>I due uomini, seppur diversi, si ritrovano a collaborare (diventano migliori amici in un paio di pagine), ma per via di un piccolo malinteso diventano acerrimi nemici dopo qualche capitolo.<br/><br/>Ho apprezzato la presenza di donne forti e fondamentali nella storia. Molti autori tentano di inserire donne per questioni di parità, ma finiscono con usare stereotipi o di relegarle a questioni inutili. In La grazia dei Re troviamo invece personaggi come Jia, la moglia di Kuni Garu, o Jin Matozi, maresciallo di Kuni, molto importanti ai fini della trama.<br/><h3><strong>WorldBuilding</strong></h3><br/>La costruzione del mondo de La grazia dei Re mi ha lasciato un po' insoddisfatto. Non mi è facile distinguere i vari stati Tiro tra loro, non sono ben distinti o unici. Eccetto differente geografiche, come il fatto di essere un'isola o meno, non ci sono altre evidenti differenze. Viene detto che le cucine sono diverse e che gli accenti cambiano, ma mi sembrano elementi un po' generici scritti giusto per dare il contentino. Avrei preferito un'approfondimento maggiore o un minore numero di stati, ma meglio identificabili e differenziabili.<br/><h3><strong>Stile di scrittura</strong></h3><br/>Lo stile di scrittura è l'elemento che ha reso La grazia dei Re un libro difficile da leggere. Si alternano discorsi prolissi su argomenti superflui a brevi e asciutte righe su eventi importanti. Ci viene spiegato a fondo il funzionamento meccanico e dinamico di un modello di sottomarino, ma quando muore un personaggio piuttosto importante la cosa viene risolta in due righe.<br/><br/>Inoltre, ho trovato l'inizio molto confusionario. Col senno di poi si capisce che l'obiettivo dell'autore era di mostrare il notevole numero di persone interessate alla rivolta, per poi far risalire solamente i due protagonisti, ma il risultato è stato confusionario. In poche pagine vengono introdotti moltissimi personaggi, ci vengono narrate le loro vite e i loro obiettivi, e poi dopo un paio di capitoli vengono eliminati tutti quanti. Per questo motivo ho trovato le prime 200 pagine molto pesanti e lente da leggere.<br/><h2><strong>Conclusioni</strong></h2><br/>Un buon libro, ma le prime 200 pagine sono difficili e lente da leggere. Superate quelle ci si ritrova con una lettura godibile, ma nulla di più.<br/><a href=""https://www.artedellalettura.it"" target=""_blank"">Altre recensioni sul mio blog Arte della Lettura</a>",,,1,,,0,,,,,
52771958,La prova decisiva,Lee Child,"Child, Lee",,"=""8850237510""","=""9788850237517""",0,4.20,TEA,Paperback,,2014,2005,2020/06/09,2020/05/31,,,read,,,,1,,,0,,,,,
52314860,"Slam Dunk, Vol. 7",Takehiko Inoue,"Inoue, Takehiko",Manuela Capriati,"=""8891293377""","=""9788891293374""",0,4.59,Panini Comics - Planet Manga,Paperback,368,2020,2018,2020/06/05,2020/06/04,,,read,,,,1,,,0,,,,,
53458968,One-Punch Man vol. 20,ONE,"ONE, ONE",Yusuke Murata,"=""""","=""9788891292339""",0,4.21,Panini Comics,Paperback,208,2020,2019,2020/06/04,2020/06/03,,,read,,,,1,,,0,,,,,
23515461,Il Trono di Spade: Libro quarto delle cronache del ghiaccio e del fuoco,George R.R. Martin,"Martin, George R.R.",,"=""8804645504""","=""9788804645504""",3,4.13,Mondadori,Hardcover,853,2014,2005,2020/04/10,2020/03/24,,,read,"<a href=""https://www.artedellalettura.it/recensione-il-trono-di-spade-libro-quarto/"" target=""_blank"">Recensione pubblicata originariamente sul mio blog Arte della Lettura</a><br/><h2><strong>Recensione Il Trono di Spade: Libro quarto senza spoiler</strong></h2><br/>Il quarto libro della saga del Trono di Spade si differenzia dai <a href=""https://www.artedellalettura.it/recensione-il-trono-di-spade-libro-terzo-george-martin/"">precedente</a> perché decide di narrare le vicende solo di metà dei personaggi, scelta dovuta dalla mole del libro nel caso avesse avuto tutti i personaggi.<br/><br/>Questa scelta, insieme ad altre, si è rivelata piuttosto fallimentare, rendendo questo libro uno dei peggiori della saga.<br/><br/>Purtroppo oltre a questo non c'è molto da dire, perciò ho deciso di prendere estratti dalla recensione del terzo volume e di confrontarli a questo. Qui potete leggere la recensione completa del terzo libro della saga del Trono di Spade: <a href=""https://www.artedellalettura.it/recensione-il-trono-di-spade-libro-terzo-george-martin/"">Il Trono di Spade: Libro terzo</a>.<br/><h3><strong>Trama </strong></h3><br/>Il <a href=""https://www.artedellalettura.it/recensione-il-trono-di-spade-libro-terzo-george-martin/"">terzo libro del Trono di Spade</a> è stato uno dei migliori; un susseguirsi di azione e di colpi di scena che lasciava senza riposo il lettore. Questo libro, invece, frena bruscamente e rallenta in modo letargico. Non succede niente di importante, rispetto al libro precedente, e la lettura proseguiva per inerzia, senza passione.<br/><blockquote>Nascono nuovi misteri, nuovi complotti, scopriamo verità che distruggeranno tutto ciò che pensavamo di aver capito.<br/>Alcuni personaggi subiranno notevoli cambiamenti di personalità o di vita.</blockquote><br/>Nulla di tutto questo è presente nel quarto libro.<br/><blockquote>[...] considerando quante cose sono nuove e non concluse in questo libro, c'è il rischio che il quarto capitolo sarà dedicato solamente a chiudere certi eventi lasciati in sospeso [...]</blockquote><br/>Qualche evento viene ripreso e quasi risolto, ma molti vengono ignorati o lasciati al libro successivo (spero).<br/><script async src=""https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js""></script><br/><ins class=""adsbygoogle""<br/>     style=""display:block; text-align:center;""<br/>     data-ad-layout=""in-article""<br/>     data-ad-format=""fluid""<br/>     data-ad-client=""ca-pub-9481168838409577""<br/>     data-ad-slot=""7086444764""></ins><br/><script><br/>     (adsbygoogle = window.adsbygoogle || []).push({});<br/></script><br/><h3><strong>Personaggi</strong></h3><br/><blockquote>Al terzo libro quasi tutti i personaggi raggiungono la completezza. I nuovi personaggi sono pochi, Martin si concentra maggiormente a caratterizzare quelli che già conosciamo.</blockquote><br/>Nel quarto libro succede il contrario: vengono introdotti molti personaggi nuovi senza però caratterizzarli, lasciandoli anonimi.<br/><h2><strong>Conclusioni</strong></h2><br/>Il quarto libro del Trono di Spade è stato una delusione notevole. Mi aspettavo un libro ""di passaggio"" tra due libri importanti, così come è stato per il secondo libro, ma è riuscito comunque a deludere le mie aspettative riempiendo 850 pagine di nulla.<br/><a href=""https://www.artedellalettura.it"" target=""_blank"">Altre recensioni sul mio blog Arte della Lettura</a>",,,1,,,0,,,,,
53345336,Dylan Dog n. 404: Anna per sempre,Roberto Recchioni,"Recchioni, Roberto","Sergio Gerasi, Giorgio Pontrelli","=""""","=""""",0,3.84,Sergio Bonelli Editore,Mass Market Paperback,98,2020,,2020/05/22,2020/05/22,,,read,,,,1,,,0,,,,,
28926893,Kobane calling,Zerocalcare,"Zerocalcare, Zerocalcare",,"=""8865436182""","=""9788865436189""",5,4.64,Bao Publishing,Hardcover,270,2016,2016,2020/04/11,2020/04/11,,,read,"<a href=""https://www.artedellalettura.it/recensione-kobane-calling-zerocalcare/"" target=""_blank"">Recensione pubblicata originariamente sul mio blog Arte della Lettura</a><br/><h2><strong>Recensione breve di Kobane Calling senza spoiler</strong></h2><br/>Kobane Calling è la graphic novel più seria e meno umoristica di Zerocalcare. L'autore è andato in Siria dai combattenti Curdi, arrivando fino a Kobane, e questo volume è un resoconto di quel viaggio.<br/><br/>Zerocalcare ci racconta storie difficili e vicende complicate, ma grazie al suo stile diretto e al suo humor è facile comprendere ciò che sta succedendo.<br/><br/>Oltre a questo, troviamo gli elementi tipici dei lavori di Zerocalcare: il suo umorismo, il suo modo di narrare storie, i suoi disegni. Tutte cose che, come sempre, apprezzo.<br/><h2><strong>Conclusione</strong></h2><br/>Un'ottima graphic novel, consigliata anche a coloro che non conoscono l'autore.<br/><a href=""https://www.artedellalettura.it"" target=""_blank"">Altre recensioni sul mio blog Arte della Lettura</a>",,,1,,,0,,,,,
